ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
6455,1,0,56,0,-56
6456,0,0,8,0,-8
6457,1,0,31,0,-31
6458,0,0,11,0,-11
6459,1,0,43,0,-43
6460,1,1,232,1220,988
6461,1,1,57,1858,1801
6462,0,0,3,0,-3
6463,0,0,31,0,-31
6464,0,0,3,0,-3
6465,1,0,1,0,-1
6466,1,0,89,0,-89
6467,1,1,1576,1661,85
6468,1,0,121,0,-121
6469,1,1,194,1426,1232
6470,1,1,284,1218,934
6471,0,0,81,0,-81
6472,1,1,369,1230,861
6473,0,0,14,0,-14
6474,0,0,2,0,-2
6475,1,1,116,1236,1120
6476,1,0,59,0,-59
6477,1,0,17,0,-17
6478,1,0,40,0,-40
6479,1,0,16,0,-16
6480,0,0,38,0,-38
6481,0,0,106,0,-106
6482,1,0,14,0,-14
6483,1,0,26,0,-26
6484,1,0,128,0,-128
6485,1,1,879,1821,942
6486,1,0,18,0,-18
6487,0,0,41,0,-41
6488,0,0,25,0,-25
6489,1,1,1350,1359,9
6490,0,0,102,0,-102
6491,0,0,20,0,-20
6492,1,1,418,1575,1157
6493,0,0,35,0,-35
6494,0,0,17,0,-17
6495,0,0,38,0,-38
6496,1,1,381,1304,923
6497,1,0,39,0,-39
6498,1,0,69,0,-69
6499,1,1,297,2214,1917
6500,1,0,15,0,-15
6501,0,0,5,0,-5
6502,1,0,103,0,-103
6503,1,1,899,2768,1869
6504,0,0,45,0,-45
6505,1,0,59,0,-59
6506,0,0,130,0,-130
6507,0,0,2,0,-2
6508,1,0,12,0,-12
6509,0,0,67,0,-67
6510,1,1,990,1225,235
6511,1,0,135,0,-135
6512,1,0,30,0,-30
6513,1,1,107,1353,1246
6514,1,0,18,0,-18
6515,0,0,86,0,-86
6516,1,0,35,0,-35
6517,0,0,39,0,-39
6518,0,0,95,0,-95
6519,0,0,55,0,-55
6520,1,1,118,1761,1643
6521,1,1,65,1311,1246
6522,1,1,1805,1210,-595
6523,1,0,31,0,-31
6524,0,0,17,0,-17
6525,1,0,81,0,-81
6526,1,1,1160,2263,1103
6527,1,1,87,1422,1335
6528,1,0,73,0,-73
6529,1,0,38,0,-38
6530,1,0,44,0,-44
6531,1,0,1,0,-1
6532,0,0,132,0,-132
6533,1,0,113,0,-113
6534,0,0,18,0,-18
6535,1,1,39,9848,9809
6536,1,1,586,1416,830
6537,1,1,706,1420,714
6538,1,0,132,0,-132
6539,1,0,14,0,-14
6540,0,0,136,0,-136
6541,0,0,81,0,-81
6542,0,0,19,0,-19
6543,0,0,26,0,-26
6544,1,0,45,0,-45
6545,1,0,54,0,-54
6546,1,0,0,0,0
6547,1,1,55,1403,1348
6548,1,0,15,0,-15
6549,1,1,2789,1254,-1535
6550,1,0,89,0,-89
6551,0,0,60,0,-60
6552,1,1,1521,1206,-315
6553,1,1,728,1321,593
6554,1,0,38,0,-38
6555,0,0,136,0,-136
6556,1,1,347,1439,1092
6557,0,0,116,0,-116
6558,0,0,159,0,-159
6559,1,1,1955,1311,-644
6560,1,1,255,1354,1099
6561,1,0,154,0,-154
6562,0,0,71,0,-71
6563,0,0,19,0,-19
6564,1,0,2,0,-2
6565,1,1,1550,1311,-239
6566,1,1,651,1652,1001
6567,0,0,14,0,-14
6568,0,0,4,0,-4
6569,0,0,231,0,-231
6570,0,0,58,0,-58
6571,0,0,131,0,-131
6572,1,1,413,1359,946
6573,1,1,82,1314,1232
6574,0,0,95,0,-95
6575,1,1,814,1602,788
6576,1,0,38,0,-38
6577,1,1,109,1909,1800
6578,1,0,161,0,-161
6579,1,0,31,0,-31
6580,1,0,14,0,-14
6581,0,0,32,0,-32
6582,1,0,35,0,-35
6583,1,0,11,0,-11
6584,1,1,327,1336,1009
6585,1,1,2182,2129,-53
6586,1,0,23,0,-23
6587,1,0,9,0,-9
6588,0,0,18,0,-18
6589,0,0,70,0,-70
6590,1,1,594,1514,920
6591,1,1,227,1203,976
6592,1,0,2,0,-2
6593,1,1,51,1201,1150
6594,1,1,701,1353,652
6595,0,0,68,0,-68
6596,0,0,11,0,-11
6597,0,0,104,0,-104
6598,1,1,452,3043,2591
6599,0,0,18,0,-18
6600,1,0,75,0,-75
6601,1,1,2540,1522,-1018
6602,0,0,3,0,-3
6603,1,0,54,0,-54
6604,1,1,844,1298,454
6605,1,1,764,1621,857
6606,1,1,770,1314,544
6607,0,0,18,0,-18
6608,1,1,477,1270,793
6609,1,1,43,1414,1371
6610,0,0,9,0,-9
6611,1,0,93,0,-93
6612,0,0,94,0,-94
6613,1,1,639,1270,631
6614,1,1,247,1380,1133
6615,0,0,48,0,-48
6616,1,1,2479,1510,-969
6617,0,0,6,0,-6
6618,0,0,5,0,-5
6619,0,0,7,0,-7
6620,1,1,489,1469,980
6621,0,0,105,0,-105
6622,0,0,64,0,-64
6623,0,0,96,0,-96
6624,1,0,50,0,-50
6625,1,0,38,0,-38
6626,1,0,13,0,-13
6627,1,0,24,0,-24
6628,1,0,118,0,-118
6629,1,0,59,0,-59
6630,0,0,12,0,-12
6631,1,1,264,1511,1247
6632,1,1,1088,1384,296
6633,0,0,40,0,-40
6634,1,0,77,0,-77
6635,0,0,18,0,-18
6636,0,0,58,0,-58
6637,1,1,177,1237,1060
6638,1,0,322,0,-322
6639,0,0,23,0,-23
6640,1,0,53,0,-53
6641,1,1,345,1251,906
6642,0,0,35,0,-35
6643,1,0,107,0,-107
6644,1,1,406,1340,934
6645,1,1,378,1345,967
6646,0,0,20,0,-20
6647,1,0,9,0,-9
6648,0,0,44,0,-44
6649,1,0,83,0,-83
6650,1,1,186,1552,1366
6651,1,0,301,0,-301
6652,1,1,335,1649,1314
6653,1,0,19,0,-19
6654,1,0,265,0,-265
6655,0,0,3,0,-3
6656,1,0,87,0,-87
6657,0,0,21,0,-21
6658,1,1,557,1535,978
6659,1,1,86,1377,1291
6660,0,0,23,0,-23
6661,0,0,27,0,-27
6662,1,0,11,0,-11
6663,0,0,17,0,-17
6664,1,0,176,0,-176
6665,0,0,73,0,-73
6666,1,0,29,0,-29
6667,1,0,15,0,-15
6668,1,1,68,1823,1755
6669,0,0,5,0,-5
6670,1,1,734,1237,503
6671,0,0,77,0,-77
6672,0,0,16,0,-16
6673,0,0,13,0,-13
6674,0,0,33,0,-33
6675,1,0,33,0,-33
6676,1,0,54,0,-54
6677,1,1,230,1303,1073
6678,0,0,0,0,0
6679,0,0,94,0,-94
6680,0,0,44,0,-44
6681,0,0,18,0,-18
6682,1,1,210,1496,1286
6683,0,0,23,0,-23
6684,0,0,94,0,-94
6685,1,1,717,1342,625
6686,1,1,117,2363,2246
6687,1,0,54,0,-54
6688,0,0,18,0,-18
6689,1,1,2065,1463,-602
6690,1,0,8,0,-8
6691,0,0,160,0,-160
6692,1,0,152,0,-152
6693,1,1,620,1781,1161
6694,0,0,45,0,-45
6695,1,0,23,0,-23
6696,1,1,1658,1329,-329
6697,0,0,45,0,-45
6698,0,0,25,0,-25
6699,0,0,127,0,-127
6700,1,1,137,1424,1287
6701,0,0,138,0,-138
6702,1,0,10,0,-10
6703,0,0,72,0,-72
6704,0,0,2,0,-2
6705,0,0,85,0,-85
6706,1,0,212,0,-212
6707,1,0,17,0,-17
6708,1,0,28,0,-28
6709,0,0,73,0,-73
6710,0,0,2,0,-2
6711,1,1,41,1411,1370
6712,0,0,65,0,-65
6713,1,1,389,1370,981
6714,0,0,40,0,-40
6715,1,1,189,1222,1033
6716,0,0,54,0,-54
6717,1,1,920,1403,483
6718,0,0,10,0,-10
6719,0,0,30,0,-30
6720,1,1,186,1302,1116
6721,1,0,9,0,-9
6722,0,0,30,0,-30
6723,0,0,4,0,-4
6724,0,0,131,0,-131
6725,1,0,97,0,-97
6726,1,0,77,0,-77
6727,0,0,0,0,0
6728,1,1,1288,1468,180
6729,1,0,76,0,-76
6730,0,0,105,0,-105
6731,0,0,20,0,-20
6732,1,1,220,1475,1255
6733,0,0,25,0,-25
6734,0,0,139,0,-139
6735,1,1,67,1516,1449
6736,1,0,25,0,-25
6737,0,0,23,0,-23
6738,0,0,122,0,-122
6739,1,1,85,1281,1196
6740,1,0,162,0,-162
6741,1,1,1200,1317,117
6742,0,0,33,0,-33
6743,1,1,1257,1649,392
6744,1,1,153,1559,1406
6745,1,0,55,0,-55
6746,1,0,126,0,-126
6747,0,0,39,0,-39
6748,1,0,72,0,-72
6749,0,0,47,0,-47
6750,0,0,58,0,-58
6751,1,1,220,1591,1371
6752,1,1,2123,1340,-783
6753,1,1,1228,1222,-6
6754,1,0,42,0,-42
6755,1,1,1336,1737,401
6756,0,0,57,0,-57
6757,0,0,57,0,-57
6758,0,0,13,0,-13
6759,0,0,165,0,-165
6760,0,0,91,0,-91
6761,1,0,3,0,-3
6762,1,1,583,1301,718
6763,0,0,50,0,-50
6764,1,0,11,0,-11
6765,0,0,11,0,-11
6766,0,0,10,0,-10
6767,1,0,149,0,-149
6768,1,0,110,0,-110
6769,1,1,99,2735,2636
6770,0,0,13,0,-13
6771,0,0,16,0,-16
6772,1,0,19,0,-19
6773,1,0,0,0,0
6774,0,0,41,0,-41
6775,1,0,28,0,-28
6776,0,0,3,0,-3
6777,1,0,271,0,-271
6778,0,0,41,0,-41
6779,0,0,21,0,-21
6780,1,0,5,0,-5
6781,1,0,46,0,-46
6782,1,1,103,1244,1141
6783,0,0,59,0,-59
6784,1,1,429,2652,2223
6785,0,0,0,0,0
6786,1,0,91,0,-91
6787,1,1,546,1923,1377
6788,0,0,133,0,-133
6789,0,0,95,0,-95
6790,0,0,80,0,-80
6791,0,0,26,0,-26
6792,1,1,791,2376,1585
6793,0,0,52,0,-52
6794,1,0,70,0,-70
6795,0,0,3,0,-3
6796,0,0,72,0,-72
6797,1,0,17,0,-17
6798,1,0,13,0,-13
6799,0,0,9,0,-9
6800,0,0,124,0,-124
6801,0,0,18,0,-18
6802,1,1,126,1368,1242
6803,0,0,104,0,-104
6804,0,0,32,0,-32
6805,0,0,117,0,-117
6806,0,0,85,0,-85
6807,0,0,7,0,-7
6808,1,0,51,0,-51
6809,1,1,566,1341,775
6810,0,0,30,0,-30
6811,1,1,150,1392,1242
6812,1,1,969,1455,486
6813,0,0,24,0,-24
6814,0,0,46,0,-46
6815,1,1,330,1223,893
6816,0,0,46,0,-46
6817,0,0,25,0,-25
6818,1,1,796,1583,787
6819,0,0,53,0,-53
6820,1,1,176,1267,1091
6821,0,0,58,0,-58
6822,1,1,1567,1850,283
6823,0,0,14,0,-14
6824,1,0,122,0,-122
6825,0,0,10,0,-10
6826,1,0,63,0,-63
6827,1,0,17,0,-17
6828,1,0,19,0,-19
6829,0,0,64,0,-64
6830,1,1,1062,1282,220
6831,1,1,1038,1497,459
6832,0,0,3,0,-3
6833,1,1,302,1510,1208
6834,1,1,667,1246,579
6835,1,1,332,1734,1402
6836,1,0,61,0,-61
6837,1,1,414,1382,968
6838,1,1,64,1759,1695
6839,0,0,17,0,-17
6840,0,0,28,0,-28
6841,0,0,6,0,-6
6842,0,0,67,0,-67
6843,1,1,255,1396,1141
6844,0,0,23,0,-23
6845,1,0,31,0,-31
6846,0,0,17,0,-17
6847,1,0,26,0,-26
6848,1,0,32,0,-32
6849,0,0,37,0,-37
6850,1,1,65,1249,1184
6851,1,1,456,1230,774
6852,1,1,622,2075,1453
6853,1,1,1015,1221,206
6854,0,0,67,0,-67
6855,0,0,7,0,-7
6856,1,1,184,1909,1725
6857,0,0,12,0,-12
6858,0,0,9,0,-9
6859,1,0,160,0,-160
6860,1,0,35,0,-35
6861,1,1,1252,2273,1021
6862,1,1,126,1540,1414
6863,0,0,15,0,-15
6864,0,0,41,0,-41
6865,1,1,1435,2350,915
6866,1,0,17,0,-17
6867,1,1,225,1488,1263
6868,0,0,190,0,-190
6869,1,1,152,1246,1094
6870,0,0,71,0,-71
6871,1,0,6,0,-6
6872,1,1,1348,1246,-102
6873,0,0,80,0,-80
6874,0,0,88,0,-88
6875,0,0,57,0,-57
6876,1,0,34,0,-34
6877,0,0,173,0,-173
6878,1,1,949,1530,581
6879,1,0,62,0,-62
6880,0,0,23,0,-23
6881,1,1,1199,2160,961
6882,1,1,349,1524,1175
6883,0,0,31,0,-31
6884,1,0,59,0,-59
6885,1,1,532,1441,909
6886,0,0,37,0,-37
6887,1,1,680,2121,1441
6888,1,0,25,0,-25
6889,0,0,14,0,-14
6890,0,0,95,0,-95
6891,0,0,34,0,-34
6892,0,0,37,0,-37
6893,0,0,103,0,-103
6894,0,0,54,0,-54
6895,1,0,1,0,-1
6896,1,0,72,0,-72
6897,0,0,42,0,-42
6898,1,0,24,0,-24
6899,1,1,416,1200,784
6900,0,0,22,0,-22
6901,1,1,419,1566,1147
6902,0,0,86,0,-86
6903,1,0,16,0,-16
6904,0,0,2,0,-2
6905,1,0,3,0,-3
6906,1,0,32,0,-32
6907,1,0,17,0,-17
6908,1,1,188,1204,1016
6909,1,0,165,0,-165
6910,1,0,3,0,-3
6911,0,0,295,0,-295
6912,1,1,85,1595,1510
6913,1,0,63,0,-63
6914,1,1,475,1273,798
6915,1,0,8,0,-8
6916,0,0,11,0,-11
6917,1,1,921,1465,544
6918,1,1,62,1620,1558
6919,1,0,4,0,-4
6920,1,1,107,1678,1571
6921,0,0,15,0,-15
6922,1,1,524,1703,1179
6923,1,1,1144,1236,92
6924,1,1,518,1210,692
6925,1,0,150,0,-150
6926,0,0,54,0,-54
6927,1,1,464,2215,1751
6928,0,0,13,0,-13
6929,1,1,533,6649,6116
6930,1,0,9,0,-9
6931,1,0,27,0,-27
6932,1,1,310,2021,1711
6933,0,0,56,0,-56
6934,0,0,2,0,-2
6935,1,0,13,0,-13
6936,0,0,24,0,-24
6937,0,0,108,0,-108
6938,0,0,38,0,-38
6939,0,0,66,0,-66
6940,0,0,37,0,-37
6941,0,0,11,0,-11
6942,1,0,163,0,-163
6943,1,0,28,0,-28
6944,1,1,153,2839,2686
6945,1,0,31,0,-31
6946,1,0,3,0,-3
6947,1,0,13,0,-13
6948,0,0,11,0,-11
6949,0,0,94,0,-94
6950,1,1,178,1416,1238
6951,1,0,33,0,-33
6952,0,0,17,0,-17
6953,1,1,229,1273,1044
6954,1,0,6,0,-6
6955,0,0,26,0,-26
6956,1,1,176,1272,1096
6957,0,0,8,0,-8
6958,1,0,30,0,-30
6959,0,0,93,0,-93
6960,1,0,24,0,-24
6961,0,0,77,0,-77
6962,0,0,43,0,-43
6963,1,1,174,1488,1314
6964,0,0,4,0,-4
6965,0,0,76,0,-76
6966,1,0,19,0,-19
6967,1,1,781,1321,540
6968,0,0,15,0,-15
6969,0,0,128,0,-128
6970,1,1,68,1683,1615
6971,0,0,186,0,-186
6972,1,0,63,0,-63
6973,1,0,3,0,-3
6974,1,1,295,1273,978
6975,1,0,184,0,-184
6976,1,0,95,0,-95
6977,0,0,123,0,-123
6978,0,0,38,0,-38
6979,0,0,8,0,-8
6980,0,0,28,0,-28
6981,0,0,23,0,-23
6982,1,1,200,1256,1056
6983,0,0,130,0,-130
6984,0,0,27,0,-27
6985,1,0,6,0,-6
6986,0,0,3,0,-3
6987,1,0,74,0,-74
6988,0,0,212,0,-212
6989,1,0,58,0,-58
6990,0,0,2,0,-2
6991,1,0,26,0,-26
6992,0,0,12,0,-12
6993,1,0,1,0,-1
6994,1,1,238,2252,2014
6995,1,1,678,2460,1782
6996,0,0,48,0,-48
6997,1,0,106,0,-106
6998,1,0,54,0,-54
6999,1,1,140,1378,1238
7000,1,1,317,1237,920
7001,1,1,46,2313,2267
7002,1,1,1068,1222,154
7003,0,0,33,0,-33
7004,0,0,48,0,-48
7005,1,1,392,1410,1018
7006,1,0,35,0,-35
7007,1,1,685,1423,738
7008,1,0,8,0,-8
7009,0,0,21,0,-21
7010,1,1,978,1437,459
7011,1,0,32,0,-32
7012,0,0,13,0,-13
7013,0,0,9,0,-9
7014,0,0,103,0,-103
7015,0,0,2,0,-2
7016,1,0,41,0,-41
7017,0,0,94,0,-94
7018,1,0,25,0,-25
7019,0,0,67,0,-67
7020,1,1,395,1250,855
7021,0,0,46,0,-46
7022,0,0,33,0,-33
7023,0,0,25,0,-25
7024,0,0,31,0,-31
7025,1,0,171,0,-171
7026,1,0,10,0,-10
7027,0,0,39,0,-39
7028,1,1,603,1354,751
7029,1,0,159,0,-159
7030,1,1,302,1262,960
7031,1,1,231,1797,1566
7032,1,0,67,0,-67
7033,1,0,215,0,-215
7034,1,1,961,1240,279
7035,1,0,4,0,-4
7036,0,0,11,0,-11
7037,1,1,1608,1917,309
7038,1,1,295,1350,1055
7039,0,0,27,0,-27
7040,0,0,9,0,-9
7041,0,0,5,0,-5
7042,0,0,19,0,-19
7043,0,0,162,0,-162
7044,1,1,122,3560,3438
7045,1,0,20,0,-20
7046,1,1,333,1313,980
7047,1,1,413,1571,1158
7048,1,0,24,0,-24
7049,1,1,447,1285,838
7050,1,1,4189,1216,-2973
7051,1,0,51,0,-51
7052,0,0,43,0,-43
7053,0,0,57,0,-57
7054,1,1,1159,1945,786
7055,1,1,449,1276,827
7056,1,0,24,0,-24
7057,0,0,9,0,-9
7058,0,0,17,0,-17
7059,1,0,30,0,-30
7060,0,0,39,0,-39
7061,0,0,87,0,-87
7062,1,1,189,1263,1074
7063,0,0,20,0,-20
7064,0,0,5,0,-5
7065,1,0,55,0,-55
7066,1,1,203,1275,1072
7067,1,0,36,0,-36
7068,1,0,115,0,-115
7069,1,0,62,0,-62
7070,1,1,822,1336,514
7071,0,0,89,0,-89
7072,1,1,364,3016,2652
7073,1,0,104,0,-104
7074,0,0,16,0,-16
7075,1,1,653,2516,1863
7076,1,0,55,0,-55
7077,1,0,22,0,-22
7078,1,1,276,1556,1280
7079,1,0,5,0,-5
7080,1,0,16,0,-16
7081,0,0,28,0,-28
7082,1,0,6,0,-6
7083,0,0,36,0,-36
7084,1,1,237,1284,1047
7085,0,0,3,0,-3
7086,0,0,23,0,-23
7087,1,1,277,2249,1972
7088,1,0,157,0,-157
7089,0,0,47,0,-47
7090,1,1,240,1233,993
7091,1,0,149,0,-149
7092,1,1,490,1389,899
7093,0,0,5,0,-5
7094,0,0,0,0,0
7095,0,0,66,0,-66
7096,0,0,73,0,-73
7097,1,0,7,0,-7
7098,1,1,255,1999,1744
7099,0,0,78,0,-78
7100,1,1,423,1744,1321
7101,1,1,120,1353,1233
7102,0,0,0,0,0
7103,1,0,57,0,-57
7104,0,0,3,0,-3
7105,1,1,60,2314,2254
7106,1,1,83,1220,1137
7107,0,0,31,0,-31
7108,1,0,53,0,-53
7109,1,1,228,1307,1079
7110,1,1,163,1315,1152
7111,0,0,223,0,-223
7112,1,1,476,1372,896
7113,1,0,32,0,-32
7114,0,0,67,0,-67
7115,1,0,35,0,-35
7116,0,0,45,0,-45
7117,0,0,25,0,-25
7118,1,1,123,1533,1410
7119,1,1,776,1429,653
7120,1,0,121,0,-121
7121,1,0,20,0,-20
7122,1,0,14,0,-14
7123,1,0,6,0,-6
7124,0,0,21,0,-21
7125,1,1,614,1362,748
7126,1,0,28,0,-28
7127,1,0,101,0,-101
7128,1,1,495,1240,745
7129,0,0,44,0,-44
7130,0,0,28,0,-28
7131,1,0,54,0,-54
7132,0,0,45,0,-45
7133,1,1,132,1392,1260
7134,0,0,48,0,-48
7135,1,0,69,0,-69
7136,1,0,3,0,-3
7137,1,0,32,0,-32
7138,1,1,232,1269,1037
7139,1,0,42,0,-42
7140,0,0,92,0,-92
7141,1,0,16,0,-16
7142,1,0,22,0,-22
7143,1,0,44,0,-44
7144,1,0,4,0,-4
7145,0,0,68,0,-68
7146,1,0,41,0,-41
7147,0,0,54,0,-54
7148,0,0,41,0,-41
7149,0,0,39,0,-39
7150,0,0,118,0,-118
7151,1,0,137,0,-137
7152,1,1,108,1288,1180
7153,1,1,118,1409,1291
7154,1,1,182,1326,1144
7155,0,0,18,0,-18
7156,0,0,67,0,-67
7157,1,1,855,1223,368
7158,1,0,98,0,-98
7159,0,0,27,0,-27
7160,0,0,3,0,-3
7161,0,0,17,0,-17
7162,0,0,26,0,-26
7163,1,1,54,1458,1404
7164,1,1,194,2431,2237
7165,0,0,66,0,-66
7166,1,1,200,2181,1981
7167,0,0,49,0,-49
7168,0,0,106,0,-106
7169,1,1,221,1224,1003
7170,1,1,90,1810,1720
7171,0,0,130,0,-130
7172,1,0,26,0,-26
7173,0,0,38,0,-38
7174,1,1,127,1371,1244
7175,1,0,74,0,-74
7176,0,0,91,0,-91
7177,0,0,21,0,-21
7178,0,0,0,0,0
7179,1,0,185,0,-185
7180,0,0,5,0,-5
7181,1,0,4,0,-4
7182,0,0,279,0,-279
7183,1,1,120,1458,1338
7184,1,0,81,0,-81
7185,1,1,442,1476,1034
7186,0,0,1,0,-1
7187,1,0,3,0,-3
7188,1,1,198,1724,1526
7189,1,0,108,0,-108
7190,1,0,41,0,-41
7191,1,0,25,0,-25
7192,1,0,46,0,-46
7193,0,0,1,0,-1
7194,0,0,30,0,-30
7195,1,0,71,0,-71
7196,1,1,537,1842,1305
7197,1,1,314,1449,1135
7198,1,1,177,1237,1060
7199,1,1,1138,1366,228
7200,0,0,49,0,-49
7201,0,0,22,0,-22
7202,0,0,10,0,-10
7203,0,0,33,0,-33
7204,1,1,530,1687,1157
7205,0,0,28,0,-28
7206,1,1,1932,1525,-407
7207,1,1,528,1608,1080
7208,0,0,24,0,-24
7209,0,0,53,0,-53
7210,1,1,1576,1218,-358
7211,1,1,187,3965,3778
7212,0,0,130,0,-130
7213,1,1,1032,1471,439
7214,1,0,29,0,-29
7215,0,0,33,0,-33
7216,0,0,38,0,-38
7217,1,0,12,0,-12
7218,0,0,17,0,-17
7219,1,0,16,0,-16
7220,1,1,562,1429,867
7221,1,0,42,0,-42
7222,0,0,5,0,-5
7223,1,1,787,1495,708
7224,0,0,3,0,-3
7225,0,0,28,0,-28
7226,0,0,38,0,-38
7227,1,0,5,0,-5
7228,0,0,245,0,-245
7229,1,1,398,1271,873
7230,0,0,24,0,-24
7231,0,0,127,0,-127
7232,1,1,665,1243,578
7233,1,0,59,0,-59
7234,1,0,14,0,-14
7235,1,1,590,1233,643
7236,0,0,30,0,-30
7237,0,0,8,0,-8
7238,1,1,160,1272,1112
7239,1,0,47,0,-47
7240,0,0,337,0,-337
7241,1,1,981,2360,1379
7242,0,0,53,0,-53
7243,1,1,71,1770,1699
7244,1,0,199,0,-199
7245,0,0,20,0,-20
7246,1,1,1244,1321,77
7247,0,0,21,0,-21
7248,0,0,14,0,-14
7249,1,1,799,1236,437
7250,1,0,114,0,-114
7251,0,0,1,0,-1
7252,0,0,18,0,-18
7253,1,0,34,0,-34
7254,1,0,111,0,-111
7255,0,0,77,0,-77
7256,1,0,23,0,-23
7257,1,1,251,1260,1009
7258,0,0,32,0,-32
7259,0,0,78,0,-78
7260,0,0,3,0,-3
7261,1,1,420,1289,869
7262,1,0,68,0,-68
7263,1,1,906,2605,1699
7264,0,0,44,0,-44
7265,0,0,67,0,-67
7266,1,1,558,1620,1062
7267,1,0,50,0,-50
7268,0,0,49,0,-49
7269,1,1,361,2088,1727
7270,1,1,258,1508,1250
7271,0,0,57,0,-57
7272,0,0,67,0,-67
7273,1,1,349,2192,1843
7274,1,1,501,1242,741
7275,0,0,125,0,-125
7276,1,0,48,0,-48
7277,1,0,54,0,-54
7278,1,1,258,1625,1367
7279,0,0,30,0,-30
7280,0,0,25,0,-25
7281,1,0,18,0,-18
7282,0,0,0,0,0
7283,0,0,37,0,-37
7284,1,0,12,0,-12
7285,1,0,93,0,-93
7286,0,0,33,0,-33
7287,0,0,23,0,-23
7288,1,0,16,0,-16
7289,1,0,5,0,-5
7290,0,0,200,0,-200
7291,1,0,147,0,-147
7292,0,0,123,0,-123
7293,1,0,63,0,-63
7294,0,0,6,0,-6
7295,1,0,37,0,-37
7296,1,0,12,0,-12
7297,1,1,4371,1342,-3029
7298,1,1,116,1235,1119
7299,0,0,21,0,-21
7300,0,0,45,0,-45
7301,1,0,5,0,-5
7302,1,1,848,1650,802
7303,0,0,74,0,-74
7304,0,0,20,0,-20
7305,1,0,74,0,-74
7306,0,0,53,0,-53
7307,1,0,4,0,-4
7308,1,1,859,1394,535
7309,0,0,62,0,-62
7310,1,0,61,0,-61
7311,1,1,587,1334,747
7312,0,0,14,0,-14
7313,1,0,2,0,-2
7314,0,0,56,0,-56
7315,1,1,175,1243,1068
7316,1,0,33,0,-33
7317,1,1,205,1281,1076
7318,1,0,38,0,-38
7319,1,0,59,0,-59
7320,0,0,2,0,-2
7321,1,1,370,1902,1532
7322,0,0,86,0,-86
7323,0,0,41,0,-41
7324,1,1,222,1295,1073
7325,1,1,531,2397,1866
7326,1,0,13,0,-13
7327,0,0,50,0,-50
7328,1,0,16,0,-16
7329,0,0,173,0,-173
7330,1,1,421,1429,1008
7331,1,0,0,0,0
7332,1,0,108,0,-108
7333,1,0,63,0,-63
7334,1,1,2282,1221,-1061
7335,1,1,641,1440,799
7336,1,1,390,1766,1376
7337,0,0,93,0,-93
7338,1,1,348,1250,902
7339,0,0,10,0,-10
7340,0,0,19,0,-19
7341,1,0,2,0,-2
7342,0,0,33,0,-33
7343,0,0,20,0,-20
7344,0,0,107,0,-107
7345,1,0,91,0,-91
7346,1,0,31,0,-31
7347,0,0,47,0,-47
7348,1,0,62,0,-62
7349,1,1,599,1873,1274
7350,1,1,662,2083,1421
7351,1,0,5,0,-5
7352,1,0,16,0,-16
7353,1,1,586,2082,1496
7354,1,1,303,1354,1051
7355,1,1,155,1390,1235
7356,0,0,17,0,-17
7357,1,1,317,1217,900
7358,0,0,89,0,-89
7359,1,0,14,0,-14
7360,1,0,23,0,-23
7361,0,0,22,0,-22
7362,1,0,61,0,-61
7363,1,0,52,0,-52
7364,1,0,5,0,-5
7365,0,0,44,0,-44
7366,1,1,1411,1480,69
7367,1,1,463,1580,1117
7368,1,0,95,0,-95
7369,0,0,11,0,-11
7370,0,0,58,0,-58
7371,0,0,28,0,-28
7372,1,1,663,1767,1104
7373,1,0,81,0,-81
7374,1,0,60,0,-60
7375,0,0,34,0,-34
7376,1,0,111,0,-111
7377,1,1,318,1923,1605
7378,1,0,104,0,-104
7379,0,0,173,0,-173
7380,0,0,11,0,-11
7381,0,0,45,0,-45
7382,1,0,35,0,-35
7383,0,0,40,0,-40
7384,1,0,67,0,-67
7385,1,0,46,0,-46
7386,1,1,126,1257,1131
7387,1,1,315,1267,952
7388,1,0,36,0,-36
7389,0,0,67,0,-67
7390,1,0,51,0,-51
7391,1,0,50,0,-50
7392,0,0,30,0,-30
7393,0,0,6,0,-6
7394,1,1,666,1359,693
7395,1,0,30,0,-30
7396,1,0,1,0,-1
7397,1,0,52,0,-52
7398,0,0,6,0,-6
7399,0,0,30,0,-30
7400,0,0,27,0,-27
7401,1,1,400,1491,1091
7402,1,0,205,0,-205
7403,0,0,15,0,-15
7404,1,1,517,1781,1264
7405,1,0,64,0,-64
7406,1,0,117,0,-117
7407,0,0,43,0,-43
7408,0,0,10,0,-10
7409,1,0,29,0,-29
7410,1,0,6,0,-6
7411,1,1,436,1600,1164
7412,1,1,429,1896,1467
7413,1,0,49,0,-49
7414,1,0,10,0,-10
7415,0,0,20,0,-20
7416,1,1,422,1624,1202
7417,1,1,470,1259,789
7418,1,1,1057,1210,153
7419,0,0,5,0,-5
7420,1,1,236,2370,2134
7421,1,1,237,1263,1026
7422,1,1,1475,1301,-174
7423,1,1,350,1226,876
7424,0,0,70,0,-70
7425,0,0,2,0,-2
7426,1,1,495,1233,738
7427,0,0,121,0,-121
7428,0,0,39,0,-39
7429,0,0,20,0,-20
7430,1,0,53,0,-53
7431,1,0,37,0,-37
7432,1,1,1887,1340,-547
7433,1,1,216,1238,1022
7434,0,0,114,0,-114
7435,1,1,72,2417,2345
7436,0,0,16,0,-16
